,areas_within,replies,views,total_score,address,polygon
333,TAMAN SRI SENTOSA UTARA,3075,444405,107.0,3,"POLYGON ((101.65322 3.070807, 101.652579 3.071784, 101.651904 3.072982, 101.652565 3.073436, 101.652937 3.073794, 101.653186 3.07429, 101.653365 3.074909, 101.653681 3.075963, 101.654578 3.076354, 101.654537 3.077291, 101.654236 3.077536, 101.654236 3.077536, 101.654354 3.077577, 101.654541 3.077643, 101.654609 3.077667, 101.65486 3.077599, 101.655052 3.077546, 101.655713 3.077853, 101.65591 3.077989, 101.65643 3.078348, 101.656641 3.078493, 101.656781 3.078696, 101.656863 3.078848, 101.657221 3.078951, 101.65805 3.079207, 101.658057 3.079205, 101.658115 3.079188, 101.658232 3.079154, 101.658734 3.079009, 101.659561 3.079549, 101.660166 3.079949, 101.660728 3.080321, 101.66003 3.081389, 101.659978 3.081469, 101.659967 3.081504, 101.659868 3.081982, 101.659875 3.082025, 101.659881 3.082058, 101.662069 3.082806, 101.662092 3.082814, 101.664627 3.08248, 101.664324 3.08003, 101.66402 3.079754, 101.663662 3.079204, 101.663441 3.078681, 101.661842 3.077249, 101.66085 3.076864, 101.659747 3.076533, 101.658948 3.07623, 101.658506 3.07612, 101.657597 3.075405, 101.656549 3.074551, 101.65597 3.074166, 101.655446 3.073698, 101.654978 3.07301, 101.654399 3.071564, 101.65322 3.070807))"
334,TAMAN SRI SINAR,542,105472,301.6666666666667,3,"POLYGON ((101.641429 3.180945, 101.641413 3.190626, 101.642897 3.189925, 101.642897 3.190707, 101.644328 3.190114, 101.64449 3.190841, 101.648405 3.189008, 101.648419 3.190895, 101.648783 3.19073, 101.649566 3.192415, 101.650079 3.19259, 101.650848 3.194167, 101.651361 3.193951, 101.65157 3.194371, 101.658192 3.191091, 101.653424 3.186897, 101.653377 3.184124, 101.641429 3.180945))"
335,TAMAN SUNTEX,883,115607,312.0,2,"POLYGON ((101.758133 3.078235, 101.761059 3.077473, 101.767484 3.080614, 101.768459 3.078869, 101.769828 3.073813, 101.769828 3.070958, 101.770746 3.068319, 101.766984 3.070338, 101.763197 3.071156, 101.759308 3.075353, 101.757911 3.075743, 101.758133 3.078235))"
336,TAMAN TASEK,1432,175866,61.4,5,"POLYGON ((101.699617 3.179962, 101.700315 3.181454, 101.70009 3.184846, 101.701904 3.184921, 101.702086 3.185959, 101.702297 3.186352, 101.702493 3.186786, 101.702634 3.187207, 101.702943 3.187431, 101.705845 3.1894, 101.707622 3.188584, 101.711695 3.185836, 101.710206 3.182696, 101.714654 3.180505, 101.714205 3.18007, 101.714247 3.179299, 101.713587 3.17817, 101.713152 3.177904, 101.711705 3.176404, 101.711649 3.176022, 101.713152 3.17382, 101.713208 3.172236, 101.711134 3.169425, 101.708484 3.17166, 101.706684 3.172374, 101.703524 3.173203, 101.701817 3.173342, 101.700779 3.17394, 101.700295 3.173871, 101.699649 3.174148, 101.699995 3.176152, 101.699926 3.177557, 101.700871 3.17971, 101.699617 3.179962))"
337,TAMAN TUN DR ISMAIL SELATAN,33,1521,36.0,1,"POLYGON ((101.621913 3.14292, 101.620839 3.144294, 101.62382 3.146269, 101.629207 3.146317, 101.629063 3.14509, 101.629546 3.142921, 101.630775 3.138247, 101.629221 3.137484, 101.629158 3.137453, 101.628878 3.137316, 101.628878 3.137316, 101.626029 3.141093, 101.625001 3.141433, 101.623883 3.141737, 101.623737 3.141823, 101.621953 3.142874, 101.621913 3.14292))"
338,TAMAN TUN DR ISMAIL TIMUR,1549,218192,235.0,3,"POLYGON ((101.645452 3.158808, 101.645523 3.153596, 101.644638 3.151947, 101.644638 3.151158, 101.648417 3.146405, 101.65626 3.136543, 101.651358 3.133367, 101.651211 3.132983, 101.650059 3.132246, 101.649203 3.131568, 101.648731 3.131067, 101.648524 3.130743, 101.648229 3.130389, 101.647992 3.12977, 101.647254 3.128885, 101.646398 3.128089, 101.646398 3.128089, 101.646145 3.128295, 101.645641 3.127517, 101.645426 3.127563, 101.643791 3.127916, 101.642996 3.128663, 101.641755 3.129156, 101.64084 3.129549, 101.640254 3.129813, 101.640248 3.129803, 101.636472 3.131424, 101.634495 3.131823, 101.634254 3.131722, 101.634255 3.131689, 101.63338 3.131358, 101.63276 3.131284, 101.631953 3.131188, 101.630696 3.130036, 101.630696 3.130036, 101.629663 3.130245, 101.629449 3.133531, 101.629742 3.136617, 101.629742 3.136617, 101.629221 3.137484, 101.630775 3.138247, 101.629546 3.142921, 101.629063 3.14509, 101.629207 3.146317, 101.629518 3.148206, 101.629422 3.150381, 101.628728 3.15227, 101.627794 3.153919, 101.62755 3.154571, 101.627387 3.155007, 101.627243 3.155796, 101.627336 3.156422, 101.627339 3.156441, 101.631936 3.156346, 101.631936 3.159071, 101.645452 3.158808))"
339,TAMAN TUN DR ISMAIL UTARA,3,994,4.0,1,"POLYGON ((101.615404 3.156822, 101.627336 3.156422, 101.627243 3.155796, 101.627387 3.155007, 101.62755 3.154571, 101.619662 3.151795, 101.617139 3.150222, 101.615637 3.151373, 101.615242 3.152435, 101.615289 3.154606, 101.615317 3.155531, 101.615317 3.155531, 101.615361 3.156181, 101.615404 3.156822))"
340,TAMAN WAHYU,5584,789304,79.6,5,"POLYGON ((101.661415 3.203794, 101.660726 3.205734, 101.661057 3.205829, 101.66103 3.206314, 101.663838 3.206044, 101.664 3.205829, 101.664439 3.20715, 101.665481 3.206974, 101.665576 3.208545, 101.665209 3.208567, 101.667008 3.210501, 101.666938 3.211715, 101.66722 3.212384, 101.667131 3.213387, 101.66759 3.213351, 101.667713 3.216399, 101.667325 3.216998, 101.666814 3.217068, 101.668171 3.220279, 101.668471 3.220701, 101.668418 3.223833, 101.668118 3.223885, 101.667713 3.226269, 101.667016 3.227467, 101.669114 3.228697, 101.66922 3.228064, 101.669114 3.227149, 101.672391 3.22736, 101.672039 3.224439, 101.67225 3.220288, 101.672744 3.21698, 101.672391 3.212335, 101.671968 3.210119, 101.672004 3.207321, 101.67144 3.205527, 101.669889 3.198955, 101.665839 3.199791, 101.665164 3.200087, 101.664921 3.200519, 101.664506 3.201159, 101.664929 3.201969, 101.665986 3.201669, 101.667026 3.203763, 101.666268 3.204133, 101.667272 3.205628, 101.665954 3.206624, 101.664887 3.205205, 101.664644 3.205462, 101.664253 3.204963, 101.664685 3.204626, 101.663173 3.202618, 101.662134 3.201634, 101.661057 3.202998, 101.66188 3.203497, 101.661415 3.203794))"
341,TAMAN WANGSA MELAWATI,105,14841,144.0,1,"POLYGON ((101.735503 3.211593, 101.73223 3.214905, 101.732663 3.215273, 101.734354 3.215403, 101.73585 3.215446, 101.736565 3.215749, 101.737053 3.215852, 101.738183 3.215877, 101.740222 3.215141, 101.740222 3.215141, 101.740157 3.215719, 101.740056 3.216625, 101.739925 3.217806, 101.739903 3.217998, 101.73982 3.21875, 101.739709 3.219745, 101.73975 3.22061, 101.739758 3.220671, 101.745052 3.214429, 101.745041 3.210514, 101.74504 3.210165, 101.745955 3.209582, 101.747021 3.204775, 101.747105 3.204442, 101.747406 3.202929, 101.747408 3.202901, 101.743435 3.202978, 101.740207 3.206507, 101.737671 3.208433, 101.735503 3.211593))"
342,TAMAN WARISAN,45,9062,48.0,2,"POLYGON ((101.706718 2.929967, 101.706718 2.929967, 101.706501 2.92333, 101.705931 2.913601, 101.699614 2.91346, 101.699558 2.912614, 101.699556 2.9124, 101.700613 2.906931, 101.700897 2.905459, 101.70078 2.902275, 101.699537 2.899967, 101.69769 2.894205, 101.696849 2.893646, 101.696246 2.893236, 101.696223 2.893208, 101.692349 2.888549, 101.689147 2.885493, 101.689077 2.885426, 101.687541 2.886593, 101.687143 2.886895, 101.685347 2.888215, 101.683881 2.883894, 101.683881 2.883894, 101.679857 2.884533, 101.677685 2.879918, 101.676807 2.878052, 101.676288 2.876949, 101.675488 2.877663, 101.67467 2.87841, 101.6738 2.879233, 101.672439 2.880729, 101.672171 2.881326, 101.671663 2.882714, 101.669124 2.880889, 101.666477 2.878862, 101.666429 2.878945, 101.666012 2.879669, 101.665841 2.879967, 101.665841 2.879991, 101.664905 2.883442, 101.663348 2.885648, 101.663384 2.886524, 101.664107 2.88803, 101.664107 2.88803, 101.662494 2.88962, 101.662494 2.88962, 101.661286 2.89303, 101.661273 2.893069, 101.659782 2.899564, 101.661138 2.902427, 101.663365 2.904, 101.663655 2.904323, 101.663655 2.904323, 101.663723 2.904747, 101.663884 2.905752, 101.663884 2.905752, 101.663753 2.906004, 101.66374 2.906029, 101.66374 2.906029, 101.663745 2.906067, 101.663895 2.907248, 101.664992 2.908212, 101.668302 2.909979, 101.669735 2.910744, 101.669777 2.910767, 101.670454 2.90814, 101.67193 2.906091, 101.67282 2.90489, 101.673318 2.90408, 101.674145 2.903153, 101.67506 2.902314, 101.675877 2.901677, 101.677476 2.900219, 101.678521 2.899573, 101.679092 2.899421, 101.680706 2.899138, 101.682221 2.89924, 101.683181 2.899861, 101.683007 2.901861, 101.683385 2.905214, 101.683979 2.907066, 101.685246 2.90805, 101.688244 2.910062, 101.685642 2.912473, 101.687044 2.914282, 101.687939 2.915829, 101.688739 2.918509, 101.689026 2.920992, 101.691475 2.92251, 101.693128 2.923723, 101.694147 2.924231, 101.695535 2.924562, 101.69652 2.924931, 101.697607 2.925434, 101.696851 2.926646, 101.696361 2.92712, 101.695946 2.927574, 101.694876 2.927965, 101.694343 2.928825, 101.693849 2.929867, 101.693388 2.931624, 101.693536 2.932763, 101.695418 2.933017, 101.696964 2.933196, 101.699598 2.933998, 101.700845 2.93436, 101.702068 2.934802, 101.703324 2.935307, 101.704439 2.936131, 101.705766 2.936958, 101.706287 2.937937, 101.707298 2.937438, 101.708349 2.938241, 101.709109 2.938892, 101.711328 2.937797, 101.712431 2.936851, 101.711388 2.935244, 101.710983 2.932962, 101.709684 2.931276, 101.709684 2.931276, 101.708166 2.930606, 101.706718 2.929967))"
343,TAMAN YARL,3551,522656,195.22222222222223,9,"POLYGON ((101.66893 3.082374, 101.670628 3.083531, 101.671823 3.081545, 101.673861 3.080032, 101.671299 3.079343, 101.671227 3.076713, 101.671696 3.073083, 101.673176 3.069426, 101.674493 3.069462, 101.674547 3.0673, 101.677217 3.067228, 101.679508 3.066814, 101.682051 3.065985, 101.683116 3.065607, 101.683797 3.065752, 101.682569 3.062848, 101.680948 3.063092, 101.67831 3.063538, 101.675989 3.063251, 101.673932 3.062941, 101.669726 3.062314, 101.666704 3.059988, 101.666027 3.058473, 101.660216 3.058176, 101.660216 3.058176, 101.660014 3.058754, 101.659887 3.059119, 101.659882 3.059132, 101.65929 3.06085, 101.660146 3.062177, 101.660205 3.062767, 101.660176 3.064013, 101.66152 3.06605, 101.661829 3.066519, 101.662065 3.066843, 101.662154 3.06814, 101.667587 3.076256, 101.666421 3.077096, 101.669639 3.080074, 101.669108 3.081106, 101.669669 3.081165, 101.66893 3.082374))"
344,TAMING JAYA,30,4193,40.0,2,"POLYGON ((101.726172 3.020092, 101.72864 3.024307, 101.728718 3.024439, 101.729342 3.025504, 101.729603 3.024947, 101.730763 3.024382, 101.731863 3.024382, 101.733083 3.02462, 101.73612 3.025818, 101.737247 3.025899, 101.74031 3.025899, 101.740965 3.025928, 101.743582 3.026791, 101.744921 3.02694, 101.745545 3.027029, 101.746348 3.02691, 101.747083 3.026769, 101.747113 3.018758, 101.74646 3.017743, 101.74466 3.016034, 101.726243 3.015963, 101.72413 3.015895, 101.724947 3.017574, 101.726172 3.020092))"
345,TASIK PERMAI,46,7447,36.0,1,"POLYGON ((101.788857 3.130302, 101.792281 3.129195, 101.789449 3.126031, 101.787683 3.123589, 101.786825 3.122478, 101.785187 3.120386, 101.784542 3.121035, 101.782914 3.121792, 101.782716 3.121528, 101.781253 3.120492, 101.779984 3.118654, 101.777065 3.121383, 101.776832 3.121596, 101.776398 3.120912, 101.776046 3.121171, 101.775014 3.121951, 101.775862 3.123675, 101.776368 3.123946, 101.776278 3.125067, 101.775248 3.126531, 101.776694 3.128338, 101.777525 3.128157, 101.777742 3.128465, 101.777507 3.128682, 101.777435 3.129061, 101.776621 3.129206, 101.776151 3.129639, 101.776748 3.130091, 101.776459 3.130959, 101.777959 3.131447, 101.778392 3.131447, 101.779115 3.131844, 101.781073 3.130688, 101.787797 3.131049, 101.787628 3.130543, 101.788857 3.130302))"
346,TECHNOLOGY PARK,1682,207395,237.0,4,"POLYGON ((101.703301 3.066115, 101.706242 3.069297, 101.708264 3.065203, 101.708466 3.063586, 101.708345 3.061322, 101.708183 3.059098, 101.707495 3.056712, 101.707373 3.056146, 101.70713 3.05566, 101.706928 3.055216, 101.706847 3.048827, 101.706361 3.048764, 101.703856 3.048444, 101.701988 3.048099, 101.70187 3.048077, 101.700129 3.047756, 101.699967 3.045084, 101.696715 3.044508, 101.696484 3.04448, 101.695277 3.044334, 101.693037 3.044415, 101.692215 3.044445, 101.687247 3.045503, 101.680118 3.041916, 101.679938 3.042235, 101.680373 3.04912, 101.687956 3.049012, 101.697101 3.049895, 101.696666 3.053254, 101.694904 3.055461, 101.693482 3.056921, 101.69608 3.0582, 101.700445 3.05931, 101.702553 3.059621, 101.703162 3.064911, 101.703301 3.065792, 101.703301 3.066115))"
347,TELUK 2,7,619,60.0,1,"POLYGON ((101.474812 2.912857, 101.467126 2.90808, 101.46587 2.902387, 101.4638 2.898889, 101.470296 2.893963, 101.472651 2.893749, 101.481717 2.891536, 101.485857 2.889466, 101.4826 2.887301, 101.478908 2.885251, 101.475882 2.880436, 101.473642 2.878934, 101.473041 2.879743, 101.472903 2.880981, 101.472628 2.884283, 101.473316 2.888822, 101.472353 2.889785, 101.460935 2.884696, 101.450894 2.881257, 101.451306 2.875342, 101.449656 2.872728, 101.444517 2.867048, 101.442108 2.866968, 101.442681 2.869153, 101.443644 2.872729, 101.445157 2.878094, 101.445907 2.879743, 101.446971 2.881872, 101.447496 2.882771, 101.449834 2.883734, 101.451623 2.885109, 101.452448 2.888136, 101.452035 2.891712, 101.449815 2.895698, 101.44747 2.895305, 101.445708 2.896389, 101.441685 2.898881, 101.438082 2.899584, 101.434001 2.9004, 101.431264 2.904643, 101.428098 2.906431, 101.425762 2.905881, 101.425211 2.90313, 101.426725 2.900516, 101.430439 2.898453, 101.431677 2.896252, 101.431402 2.894601, 101.430439 2.892125, 101.428375 2.889786, 101.426862 2.887173, 101.427137 2.883459, 101.42755 2.877544, 101.424936 2.875205, 101.422323 2.875893, 101.420121 2.876859, 101.419572 2.878919, 101.420122 2.883459, 101.419984 2.885935, 101.413381 2.890887, 101.411043 2.893776, 101.411593 2.896252, 101.412815 2.898181, 101.416771 2.904042, 101.419021 2.907256, 101.420259 2.90987, 101.422048 2.912071, 101.427 2.913584, 101.429613 2.91551, 101.430714 2.917161, 101.430453 2.91817, 101.430026 2.920049, 101.428238 2.923351, 101.426174 2.926927, 101.422707 2.930242, 101.425996 2.928439, 101.437963 2.928164, 101.455295 2.928026, 101.456809 2.928302, 101.456597 2.917558, 101.474175 2.917233, 101.474812 2.912857))"
348,TELUK GADUNG BESAR,21,1847,20.0,1,"POLYGON ((101.433909 3.032763, 101.442902 3.038716, 101.441426 3.035791, 101.441284 3.034647, 101.441487 3.033335, 101.437861 3.030921, 101.43693 3.032505, 101.433219 3.030241, 101.431173 3.028932, 101.428555 3.027219, 101.424844 3.024982, 101.425391 3.023435, 101.423734 3.02264, 101.421917 3.021437, 101.421845 3.020092, 101.420001 3.020068, 101.419989 3.019201, 101.418609 3.019164, 101.418567 3.017858, 101.418127 3.018023, 101.416368 3.019314, 101.419639 3.02308, 101.420632 3.024601, 101.423225 3.026386, 101.427873 3.029134, 101.433909 3.032763))"
349,TUAN MEE,3184,513715,65.0,2,"POLYGON ((101.462514 3.297883, 101.462586 3.289952, 101.462654 3.275403, 101.49265 3.275232, 101.492847 3.261627, 101.495232 3.26251, 101.496074 3.262991, 101.499199 3.266477, 101.501724 3.26768, 101.505175 3.265332, 101.506353 3.263887, 101.506391 3.260582, 101.503616 3.256397, 101.503577 3.253809, 101.504528 3.251908, 101.507152 3.24993, 101.508141 3.245138, 101.510575 3.242058, 101.517389 3.238914, 101.520311 3.237194, 101.523582 3.234342, 101.532557 3.22936, 101.533622 3.227344, 101.536854 3.227534, 101.544194 3.223884, 101.545981 3.219928, 101.547233 3.218681, 101.547544 3.218371, 101.546899 3.218448, 101.531587 3.220288, 101.528764 3.221291, 101.524244 3.221083, 101.52423 3.221082, 101.522986 3.220271, 101.522512 3.219962, 101.52245 3.219612, 101.522374 3.219185, 101.521982 3.21697, 101.520849 3.216704, 101.520667 3.217121, 101.520566 3.217355, 101.520386 3.217768, 101.519255 3.217569, 101.519122 3.217636, 101.517392 3.218499, 101.51697 3.218258, 101.516927 3.218233, 101.516862 3.218294, 101.516334 3.218785, 101.515998 3.219098, 101.515532 3.219096, 101.515466 3.218433, 101.514614 3.218149, 101.51431 3.218048, 101.514268 3.218034, 101.511276 3.221425, 101.50968 3.221824, 101.508616 3.222622, 101.506089 3.222356, 101.504435 3.220427, 101.504197 3.220149, 101.504094 3.220029, 101.504062 3.220027, 101.502593 3.219938, 101.5019 3.219896, 101.501122 3.220695, 101.499441 3.222421, 101.497978 3.222421, 101.496049 3.224748, 101.494242 3.227599, 101.493363 3.228986, 101.493367 3.221278, 101.493378 3.219425, 101.493062 3.219729, 101.491792 3.220954, 101.486993 3.224039, 101.48048 3.231638, 101.480423 3.236209, 101.469967 3.245579, 101.467453 3.251978, 101.455741 3.265576, 101.454198 3.266605, 101.44837 3.267347, 101.445742 3.265862, 101.444371 3.26569, 101.442485 3.266262, 101.441285 3.267062, 101.437629 3.272832, 101.435515 3.275632, 101.432944 3.283231, 101.431115 3.287573, 101.431714 3.289778, 101.43233 3.292769, 101.434881 3.296816, 101.4386 3.2994, 101.442387 3.299454, 101.457104 3.299665, 101.462442 3.29962, 101.462514 3.297883))"
350,U THANT,190,25903,41.6,5,"POLYGON ((101.722771 3.151471, 101.72283 3.152916, 101.721265 3.156041, 101.719981 3.160176, 101.724617 3.160357, 101.72663 3.159999, 101.728119 3.160385, 101.729056 3.160522, 101.730793 3.160688, 101.734487 3.160467, 101.734198 3.154797, 101.733481 3.154714, 101.733178 3.153668, 101.732295 3.153833, 101.729263 3.152815, 101.728739 3.152539, 101.727002 3.151769, 101.726423 3.151741, 101.72612 3.151631, 101.725679 3.151493, 101.722771 3.151471))"
351,UKAY HEIGHT,783,137857,70.0,2,"POLYGON ((101.751525 3.163124, 101.752955 3.165602, 101.753187 3.168492, 101.754791 3.170385, 101.758657 3.169253, 101.762191 3.168964, 101.761417 3.165943, 101.76146 3.162364, 101.761758 3.161852, 101.761402 3.161782, 101.761217 3.161692, 101.759956 3.161075, 101.760085 3.160626, 101.758639 3.160208, 101.755555 3.160433, 101.754311 3.160788, 101.753851 3.16092, 101.751394 3.161904, 101.751731 3.162449, 101.751525 3.163124))"
352,UNIVERSITI KEBANGSAAN MALAYSIA,45,2147,36.0,1,"POLYGON ((101.79279 2.934192, 101.796236 2.930785, 101.793934 2.927775, 101.796346 2.92476, 101.796457 2.918431, 101.796497 2.916166, 101.797552 2.914508, 101.798275 2.905423, 101.766075 2.905574, 101.764411 2.908165, 101.76302 2.9097, 101.760592 2.91152, 101.758165 2.913555, 101.756717 2.915411, 101.75592 2.916433, 101.756163 2.917626, 101.756272 2.918158, 101.758522 2.918088, 101.759701 2.918838, 101.762343 2.922087, 101.763235 2.924299, 101.766769 2.925478, 101.7738 2.93051, 101.775394 2.93149, 101.77498 2.931819, 101.77819 2.934091, 101.781009 2.937518, 101.782401 2.938803, 101.782444 2.939881, 101.784827 2.939432, 101.786294 2.938404, 101.788079 2.937405, 101.790149 2.935906, 101.791362 2.935049, 101.79279 2.934192))"
353,USJ 1,4006,536103,112.0,8,"POLYGON ((101.605316 3.043442, 101.594212 3.04317, 101.594237 3.058088, 101.593738 3.057922, 101.593297 3.057511, 101.592748 3.05703, 101.591994 3.056629, 101.591818 3.058186, 101.591945 3.059039, 101.593022 3.061674, 101.593003 3.062301, 101.59333 3.062754, 101.598663 3.062579, 101.604566 3.060052, 101.608043 3.05916, 101.609777 3.058484, 101.612499 3.056031, 101.609742 3.053486, 101.607224 3.045854, 101.605316 3.043442))"
354,USJ 14 & 15,14,8469,165.0,2,"POLYGON ((101.588086 3.039452, 101.588107 3.043078, 101.594212 3.04317, 101.594185 3.034806, 101.593116 3.033822, 101.590846 3.033451, 101.589802 3.033583, 101.588116 3.033796, 101.58809 3.035995, 101.588086 3.039452))"
355,USJ 16 HINGGA 22,50,6091,178.0,2,"POLYGON ((101.576555 3.037113, 101.57953 3.036605, 101.585731 3.03573, 101.58809 3.035995, 101.588116 3.033796, 101.589802 3.033583, 101.589275 3.030043, 101.589231 3.026087, 101.587697 3.024787, 101.587682 3.023266, 101.585927 3.022265, 101.581262 3.023981, 101.580612 3.025839, 101.580542 3.028538, 101.578965 3.030712, 101.577624 3.031105, 101.576555 3.037113))"
356,USJ 2,206,22520,90.0,2,"POLYGON ((101.58608 3.063226, 101.593053 3.063108, 101.59333 3.062754, 101.593003 3.062301, 101.593022 3.061674, 101.591945 3.059039, 101.591818 3.058186, 101.591994 3.056629, 101.591524 3.056933, 101.585146 3.056697, 101.583226 3.056786, 101.582933 3.056874, 101.579612 3.056933, 101.578916 3.057109, 101.57827 3.057559, 101.579259 3.05897, 101.580101 3.060155, 101.580346 3.060861, 101.580307 3.063222, 101.580923 3.063338, 101.58608 3.063226))"
357,USJ 4,9,744,60.0,1,"POLYGON ((101.576624 3.050611, 101.576612 3.048065, 101.575561 3.045341, 101.57384 3.045511, 101.573972 3.059804, 101.574158 3.060411, 101.574522 3.060609, 101.576472 3.060634, 101.577167 3.060477, 101.579259 3.05897, 101.57827 3.057559, 101.576982 3.055703, 101.57664 3.054793, 101.576624 3.050611))"
